CXSMILES,Molecule Name,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)C2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C(N2C=CC=N2)C=C1 |&1:6|,ASAP-0014740,Train,4.41,5.93
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=CC=NC(C)=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0014887,Train,6.76,7.5
"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNN=C1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",ASAP-0014938,Train,5.99,7.26
"C=C(C(=O)OC)[C@H]1C[C@]2(CN(CC(=O)OC(C)(C)C)C(=O)C3=CC=C(Cl)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:6,&2:8|",ASAP-0014946,Train,4.24,6.17
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CCN1CC3(COC3)C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CC=N1 |a:9,35|",ASAP-0015114,Train,6.43,7.24
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN(C)C)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",ASAP-0015235,Train,6.36,7.38
"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CF)C2=CC(Cl)=CC=C2C1=O |a:7,22|",ASAP-0015380,Train,5.77,7.51
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1C[C@@H]3C[C@H]1CO3)C(=O)C1=CC=C(Cl)C=C12 |a:1,16,23,25|",ASAP-0015385,Train,6.5,8.0
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NN=CO1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=CC=NC=N1 |a:9,32|",ASAP-0015916,Train,6.63,7.13
"C=C(C(=O)O)[C@H]1C[C@]2(CN(CC(=O)OC(C)(C)C)C(=O)C3=CC=C(Cl)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:5,&2:7|",ASAP-0016104,Train,3.56,5.53
"C[C@H]1COC[C@H](C)N1CCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O |a:1,5,12,27|",ASAP-0016106,Train,6.58,8.02
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCOC(F)(F)C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",ASAP-0016110,Train,6.4,7.89
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2(F)CC2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0016433,Train,5.64,7.7
"C#CC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:16,&2:22|",ASAP-0016438,Train,4.6,5.32
"C=CC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:16,&2:22|",ASAP-0016439,Train,1.43,
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(C(=O)NC)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0016440,Train,4.45,4.2
"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(C1CNC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",ASAP-0016511,Train,6.16,7.27
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2(F)COC2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0016546,Train,5.63,6.89
CCC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0016547,Train,5.69,5.89
"O=C(N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21)C12CC1C2 |&1:14,&2:20|",ASAP-0016548,Train,4.25,
"N#CN1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:14,&2:20|",ASAP-0016748,Train,8.56,
C=CC(=O)N1CCCC2=C1C=CC=C2N(C(=O)CC1=CN=CC2=CC=CC=C12)C1(C2=CC=CC(Cl)=C2)COC1,ASAP-0017148,Train,5.01,4.99
"C=C(C(=O)NC1=CC=CC=C1)[C@H]1C[C@]2(CN(CC(=O)NC)C(=O)C3=CC=C(Cl)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:11,&2:13|",ASAP-0017393,Train,4.59,5.59
"CC#CC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:17,&2:23|",ASAP-0017420,Train,4.18,
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(C2=CC=CN2)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0017428,Train,5.41,4.79
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC(N2CC3(CCC3)C2)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,ASAP-0017433,Train,4.8,
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2CS(=O)(=O)C2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0017447,Train,6.39,7.26
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=NC=NC=N2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0017450,Train,6.75,7.4
"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2COC2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",ASAP-0017451,Train,5.58,6.92
C=CC(=O)N1CCCC2=C1C=CC=C2N(CC1=CC=CC([C@H]2CCCN2)=C1)C(=O)CC1=CN=CC2=CC=CC=C12 |&1:21|,ASAP-0021055,Train,4.27,4.26
"C[C@H](OC(C)(C)C)[C@@H](NC(=O)OCC1=CC=CC(OCCCCCCOC2=CC=CC3=C2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)=C1)C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O |a:1,7,49,60,64,&1:35|",ASAP-0021103,Train,4.16,5.41
C=CC(=O)N1CCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0021173,Train,6.34,5.75
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Br)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0021181,Train,6.35,7.62
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=C(F)C=CC=C34)C=C21,ASAP-0022456,Train,6.14,7.41
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C4=CC=CC=C4)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0022457,Train,5.03,5.88
C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(C(F)(F)F)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0022458,Train,5.8,7.4
C=CC(=O)N1CCCC2=CC=C(N(C(=O)CC3=CN=CC4=CC=CC=C34)N(C)C3=CC=CC(Cl)=C3)C=C21,ASAP-0022459,Train,5.79,8.19
C=CC[C@H](NC1=CC=CC(C2=NNN=N2)=C1)C1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1 |&1:3|,ASAP-0027823,Train,4.54,4.11
C=CC[C@H](NC1=CC=CC(C2=NNN=N2)=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:3|,ASAP-0027832,Train,4.65,
C=CC[C@H](NC1=CC(Cl)=CC(NC(=O)OCC2=CC=CC=C2)=C1)C1=CC=CC(CN)=C1 |&1:3|,ASAP-0027971,Train,4.43,4.43
C=CC[C@H](NC1=CC=CC(C(=O)O)=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:3|,ASAP-0028005,Train,4.39,4.42
"CCNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:22,28|",ASAP-0028857,Train,2.74,
"CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:21,27|",ASAP-0028869,Train,4.25,
"CC(C)CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:24,30|",ASAP-0028899,Train,6.0,7.26
C=CC(=O)N1C[C@H](CO)CC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21 |&1:6|,ASAP-0028927,Train,5.71,
"CC(C)NS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@@H]21 |&1:23,29|",ASAP-0028930,Train,4.52,
"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1CNC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1 |a:9,31|",ASAP-0028932,Train,6.58,7.56
C=CC(=O)N1CCCCC2=CC=C(N(CC3=CC=C(Cl)C=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,ASAP-0028934,Train,4.55,4.56
C=CC[C@H](NC1=CC=CC(Cl)=C1)C1=CC=CC(C2=NNN=N2)=C1 |&1:3|,ASAP-0028977,Train,4.87,4.62
C=CC(=O)N1C[C@H](C(N)=O)CC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21 |&1:6|,ASAP-0029037,Train,6.05,6.66
C=CC[C@H](NC1=CC=C2CNCC2=C1)C1=CC(Cl)=CC2=C1C=NN2 |&1:3|,ASAP-0029049,Train,4.35,4.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC=CCO2)C1 |&1:16|,ASAP-0029271,Train,,5.16
"C[C@H](F)[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:3|",ASAP-0029276,Train,,4.07
CNS(=O)(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:5|,ASAP-0029282,Train,,4.25
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2CC[C@H]1C1=NC=CC=C12 |&1:14,&2:17|",ASAP-0029289,Train,,4.65
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H](OC2=CC=C(F)C=C2)C1 |a:16|,ASAP-0029293,Train,,4.46
CN1C=C([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C(F)F)=N1 |&1:4|,ASAP-0029300,Train,,4.31
"COC1=CC=CC=C1[C@@H]1C[C@H](C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8,10|",ASAP-0029303,Train,6.22,5.98
CO[C@]1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:2|,ASAP-0029313,Train,,5.07
CC(C)C1=NC([C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=NO1 |&1:6|,ASAP-0029315,Train,,4.04
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C=CC3=CC=CC=C3O2)C1 |&1:17|,ASAP-0029324,Train,,4.17
N#CC1(C2=CC=CC=C2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029333,Train,4.6,5.36
"O=C1C[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]2N1 |&1:3,21|",ASAP-0029335,Train,,4.03
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CC(F)=C2)C1 |&1:16|,ASAP-0029337,Train,,5.07
C[C@]1(C2=CC=CC=C2)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,ASAP-0029342,Train,,4.57
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC(F)(F)C[C@H]2C1 |&1:16,&2:23|",ASAP-0029343,Train,5.17,6.05
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CCCC3=CC=CC=C32)C1 |&1:16|,ASAP-0029346,Train,,5.26
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C2CCOCC2)C1 |&1:1,18|",ASAP-0029353,Train,,5.13
CN1N=CC=C1[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0029358,Train,,4.26
"CC[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:2,4|",ASAP-0029363,Train,5.64,5.89
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C=CC1=CC=CS1 |&1:17|,ASAP-0029365,Train,,4.88
"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@]2(C1)OC[C@H]1C[C@H]12 |&1:17,&2:21,23|",ASAP-0029392,Train,,4.02
"CO[C@H]1[C@H]2C[C@H]3CN(C(=O)CC4=CN=CC5=CC=CC=C45)[C@H]1[C@H]3C2 |&1:2,&2:3,&3:5,&4:21,&5:22|",ASAP-0029396,Train,,4.23
"O=C(CC1=CN=CC2=CC=CC=C12)N1[C@H]2C=CC[C@H]1CCC2 |&1:14,&2:18|",ASAP-0029400,Train,4.4,5.24
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](S(=O)(=O)C(F)F)C1 |&1:16|,ASAP-0029402,Train,,4.63
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@H]2C(F)F |a:15,16,18|",ASAP-0029403,Train,,4.96
CS(=O)(=O)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,ASAP-0029405,Train,,4.06
CC1(C2=CC=CC=C2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029407,Train,,5.16
CC(C)[C@]1(C#N)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,ASAP-0029408,Train,4.75,5.9
"CCO[C@H]1C[C@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)C1 |&1:3,&2:5,&3:21|",ASAP-0029411,Train,,4.57
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=NOC(C2CC2)=C1 |&1:17|,ASAP-0029413,Train,,4.51
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1CC(F)(F)F |&1:18|,ASAP-0029414,Train,,4.32
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CC=CC(F)=C2)C1 |&1:17|,ASAP-0029417,Train,,5.1
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2=CC=NO2)CC1,ASAP-0029418,Train,,4.87
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=NOC=C2)C1 |&1:17|,ASAP-0029425,Train,,4.47
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CS(=O)(=O)C[C@H]2C1 |a:15,21|",ASAP-0029426,Train,,4.63
CCC1=NOC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:6|,ASAP-0029434,Train,,4.25
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2COC[C@@]2(C2=CC=CC=C2)C1 |&1:15,19|",ASAP-0029438,Train,,5.17
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCO[C@H]2C1 |&1:16,20|",ASAP-0029439,Train,,4.23
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCOCC2)C1 |&1:17|,ASAP-0029444,Train,,4.34
CCC1=CC=CC([C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:7|,ASAP-0029447,Train,,4.55
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2CCCCCC[C@H]2C1 |&1:15,&2:22|",ASAP-0029448,Train,4.53,5.87
"CN1C[C@H]2[C@H](CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C1=O |&1:3,4|",ASAP-0029449,Train,,4.05
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1CCCN1C=CC=N1 |&1:17|,ASAP-0029452,Train,,4.15
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2C=C[C@H]1CC2 |&1:15,&2:18|",ASAP-0029459,Train,,4.66
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(C=CC3=CC=CC=C3O2)CC1,ASAP-0029460,Train,4.23,5.79
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2=CC=CC=C2)[C@H]2CCC[C@H]21 |&1:15,&2:22,&3:26|",ASAP-0029464,Train,,5.2
"COC[C@H]1CC[C@@H](C2=CC=C(F)C=C2)N1C(=O)CC1=CN=CC2=CC=CC=C12 |a:3,6|",ASAP-0029465,Train,,5.01
"CC1=NN=C(NC[C@H]2CN(C3=CN=CC4=CC=CC=C34)C(=O)[C@@]23CN(CC2=NNC=C2)C(=O)C2=CC=C(Cl)C=C23)S1 |a:7,22|",ASAP-0029469,Train,7.34,7.62
"CC1(C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H]2COC[C@H]21 |&1:18,22|",ASAP-0029472,Train,,4.42
CCO[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,ASAP-0029474,Train,,4.14
O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NOC=N1 |&1:18|,ASAP-0029475,Train,,4.37
COC1=CC=CC(C[C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:8|,ASAP-0029476,Train,4.26,5.23
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@]2(CC(C(F)F)=NO2)C1 |&1:16|,ASAP-0029482,Train,,4.62
CN1C=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=N1 |&1:4|,ASAP-0029483,Train,,4.27
CC1=CSC(C[C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)=N1 |&1:6|,ASAP-0029485,Train,,4.17
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H]2[C@@](C3=CC=CC=C3)(C1)CS2(=O)=O |&1:15,16|",ASAP-0029487,Train,,4.75
O=C(C1=CC=CS1)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029488,Train,,4.78
CC1=NN(C[C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C(C)=C1 |&1:5|,ASAP-0029489,Train,,4.19
"C[C@H]1CCC[C@H](CCN(C)C)N1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:5|",ASAP-0029490,Train,,4.24
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=NOC=C2C1,ASAP-0029494,Train,4.5,5.49
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](OC2=CC=CC(F)=C2)C1 |&1:16|,ASAP-0029495,Train,,4.86
"C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)CC1=O |&1:1,&2:17|",ASAP-0029499,Train,,4.14
CN1C=C([C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2(C)C)C=N1 |&1:4|,ASAP-0029500,Train,,4.34
C[C@H]1CC(F)(F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,ASAP-0029502,Train,5.57,5.32
CC1=NN=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)O1 |&1:5|,ASAP-0029509,Train,,4.01
CCC(=O)[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:4|,ASAP-0029510,Train,,4.34
COC1=CC=CC=C1C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:9|,ASAP-0029522,Train,,4.41
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CN2CCCC2=O)CC1,ASAP-0029524,Train,,4.46
O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C(F)(F)C(F)(F)C1,ASAP-0029527,Train,,4.25
CCC1=NC([C@H]2CCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=NO1 |&1:5|,ASAP-0029528,Train,,4.2
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]21 |&1:16,20|",ASAP-0029535,Train,,4.21
O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=CS2)C1 |&1:16|,ASAP-0029536,Train,,5.11
COC1=CC=CC=C1C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:9|,ASAP-0029537,Train,,4.88
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@@H]2C(F)(F)F |a:15,16,18|",ASAP-0029545,Train,,4.3
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CC[C@H]2C1 |&1:16,19|",ASAP-0029550,Train,5.22,4.99
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)C[C@H]2F |&1:20|,ASAP-0029551,Train,4.57,5.11
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCO2)CC1 |&1:17|,ASAP-0029556,Train,,4.43
COC[C@H]1CC12CCN(C(=O)CC1=CN=CC3=CC=CC=C13)CC2 |&1:3|,ASAP-0029557,Train,,4.59
"CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1C |&1:2,&2:20|",ASAP-0029558,Train,4.99,4.45
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOCC2)CC1,ASAP-0029561,Train,,4.3
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2(F)F,ASAP-0029564,Train,,5.2
CO[C@H](C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:2|,ASAP-0029565,Train,4.12,5.34
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2COC[C@H]2C1 |&1:16,&2:20|",ASAP-0029573,Train,4.07,4.28
"C[C@H]1[C@@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12 |a:1,2,19|",ASAP-0029576,Train,,5.0
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C[C@H]1F |&1:1,19|",ASAP-0029579,Train,5.34,5.51
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C(F)(F)F)C1 |&1:1,18|",ASAP-0029582,Train,5.18,5.43
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC([C@H]2CCCO2)CC1 |&1:17|,ASAP-0029583,Train,,4.52
COC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029587,Train,,4.59
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(F)(F)CC1,ASAP-0029591,Train,5.18,5.17
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCO2)CC1,ASAP-0029596,Train,,4.57
"C[C@H]1C[C@@H](C(F)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",ASAP-0029598,Train,5.56,5.93
CC1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029600,Train,5.4,5.31
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(CC2CC2)CC1,ASAP-0029602,Train,4.01,5.56
"O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@@H]2[C@H](C1)[C@H]2C(F)(F)F |a:15,16,18|",ASAP-0029609,Train,4.65,5.32
"COC[C@@H]1[C@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]21 |&1:3,4,22|",ASAP-0029611,Train,,4.26
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CS(=O)(=O)C2,ASAP-0029620,Train,,4.32
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCC2)CC1,ASAP-0029628,Train,4.67,5.79
COC1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)C1,ASAP-0029639,Train,4.27,5.36
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CCS2(=O)=O,ASAP-0029648,Train,,4.6
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCC2)CC1,ASAP-0029653,Train,5.14,5.85
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCO2)CC1,ASAP-0029656,Train,,4.95
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCOC2)CC1,ASAP-0029662,Train,,4.97
"O=C1NC[C@H]2CN(C(=O)CC3=CN=CC4=CC=CC=C34)CC[C@@H]12 |&1:4,22|",ASAP-0029663,Train,,4.06
O=C1CC2(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)CC2)CN1,ASAP-0029664,Train,,4.16
"CC(C)O[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |&1:4,21|",ASAP-0029665,Train,,4.39
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(OC2CC2)CC1,ASAP-0029671,Train,,4.29
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CCCCO2)CC1,ASAP-0029673,Train,,5.24
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCC[C@H]2C1 |&1:16,20|",ASAP-0029674,Train,5.35,5.67
"C[C@H]1[C@@H]2CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C[C@H]12 |&1:1,2,20|",ASAP-0029680,Train,5.34,5.58
CC[C@H](C)OC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:2|,ASAP-0029695,Train,,4.33
COCCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029696,Train,,5.0
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C2CC2)CC1,ASAP-0029697,Train,4.81,5.77
C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1(F)F |&1:1|,ASAP-0029699,Train,5.01,5.4
"C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |a:1,18|",ASAP-0029700,Train,5.2,5.49
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)COCCO2,ASAP-0029701,Train,,4.88
"CO[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |&1:2,19|",ASAP-0029708,Train,,4.55
O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2(CC1)CC2,ASAP-0029710,Train,4.66,5.15
"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2C[C@H]2C1 |&1:16,&2:18|",ASAP-0029712,Train,4.62,4.55
COC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,ASAP-0029716,Train,,4.76
